year,level_norm,city,latitude,longtitude
1994,0.0,Keppel Harbour (Tanjong Pagar),1.46700,103.83300
1995,91.4,Keppel Harbour (Tanjong Pagar),1.46700,103.83300
1996,10.5,Keppel Harbour (Tanjong Pagar),1.46700,103.83300
1997,19.3,Keppel Harbour (Tanjong Pagar),1.46700,103.83300
1998,50.0,Keppel Harbour (Tanjong Pagar),1.46700,103.83300
1999,89.6,Keppel Harbour (Tanjong Pagar),1.46700,103.83300
2000,82.3,Keppel Harbour (Tanjong Pagar),1.46700,103.83300
2001,102.3,Keppel Harbour (Tanjong Pagar),1.46700,103.83300
2002,44.9,Keppel Harbour (Tanjong Pagar),1.46700,103.83300
2003,75.1,Keppel Harbour (Tanjong Pagar),1.46700,103.83300
2004,72.3,Keppel Harbour (Tanjong Pagar),1.46700,103.83300
2005,48.8,Keppel Harbour (Tanjong Pagar),1.46700,103.83300
2006,59.8,Keppel Harbour (Tanjong Pagar),1.46700,103.83300
2007,59.9,Keppel Harbour (Tanjong Pagar),1.46700,103.83300
2008,103.7,Keppel Harbour (Tanjong Pagar),1.46700,103.83300
2009,95.8,Keppel Harbour (Tanjong Pagar),1.46700,103.83300
2010,123.1,Keppel Harbour (Tanjong Pagar),1.46700,103.83300
2011,141.2,Keppel Harbour (Tanjong Pagar),1.46700,103.83300
2012,125.2,Keppel Harbour (Tanjong Pagar),1.46700,103.83300
2013,153.6,Keppel Harbour (Tanjong Pagar),1.46700,103.83300
2014,82.1,Keppel Harbour (Tanjong Pagar),1.46700,103.83300
