1984,7,1,2428
1984,7,2,2449
1984,7,3,2402
1984,7,4,2379
1984,7,5,2502
1984,7,6,2596
1984,7,7,2518
1984,7,8,2404
1984,7,9,2330
1984,7,10,2310
1984,7,11,2414
1984,7,12,2415
1984,7,13,2379
1984,7,14,2456
1984,7,15,2497
1984,7,16,2466
1984,7,17,2320
1984,7,18,2207
1984,7,19,2200
1984,7,20,2250
1984,7,21,2282
1984,7,22,2352
1984,7,23,2374
1984,7,24,2354
1984,7,25,2332
1984,7,26,2250
1984,7,27,2219
1984,7,28,2231
1984,7,29,2338
1984,7,30,2447
1984,7,31,2509
1984,8,1,2523
1984,8,2,2336
1984,8,3,2291
1984,8,4,2331
1984,8,5,2363
1984,8,6,2402
1984,8,7,2341
1984,8,8,2219
1984,8,9,2153
1984,8,10,2180
1984,8,11,2217
1984,8,12,2239
1984,8,13,2269
1984,8,14,2279
1984,8,15,2281
1984,8,16,2324
1984,8,17,2324
1984,8,18,2331
1984,8,19,2336
1984,8,20,2319
1984,8,21,2387
1984,8,22,2470
1984,8,23,2392
1984,8,24,2343
1984,8,25,2323
1984,8,26,2362
1984,8,27,2367
1984,8,28,2289
1984,8,29,2328
1984,8,30,2389
1984,8,31,2371
1984,9,1,2316
1984,9,2,2276
1984,9,3,2252
1984,9,4,2221
1984,9,5,2251
1984,9,6,2279
1984,9,7,2230
1984,9,8,2201
1984,9,9,2212
1984,9,10,2213
1984,9,11,2208
1984,9,12,2322
1984,9,13,2364
1984,9,14,2332
1984,9,15,2267
1984,9,16,2237
1984,9,17,2266
1984,9,18,2320
1984,9,19,2335
1984,9,20,2350
1984,9,21,2375
1984,9,22,2375
1984,9,23,2393
1984,9,24,2425
1984,9,25,2432
1984,9,26,2479
1984,9,27,2502
1984,9,28,2508
1984,9,29,2466
1984,9,30,2479
1984,10,1,2499
1984,10,2,2416
1984,10,3,2322
1984,10,4,2278
1984,10,5,2288
1984,10,6,2297
1984,10,7,2323
1984,10,8,2350
1984,10,9,2407
1984,10,10,2477
1984,10,11,2433
1984,10,12,2369
1984,10,13,2349
1984,10,14,2327
1984,10,15,2340
1984,10,16,2395
1984,10,17,2428
1984,10,18,2353
1984,10,19,2323
1984,10,20,2365
1984,10,21,2374
1984,10,22,2396
1984,10,23,2341
1984,10,24,2314
1984,10,25,2320
1984,10,26,2323
1984,10,27,2335
1984,10,28,2330
1984,10,29,2320
1984,10,30,2300
1984,10,31,2277
1984,11,1,2260
1984,11,2,2299
1984,11,3,2371
1984,11,4,2383
1984,11,5,2337
1984,11,6,2254
1984,11,7,2231
1984,11,8,2242
1984,11,9,2260
1984,11,10,2297
1984,11,11,2329
1984,11,12,2339
