year,level_norm,city,latitude,longtitude
1994,0.0,Rodrigues MU (Port Mathurin),-19.66800,63.41800
1995,-91.0,Rodrigues MU (Port Mathurin),-19.66800,63.41800
1996,-47.5,Rodrigues MU (Port Mathurin),-19.66800,63.41800
1997,-73.5,Rodrigues MU (Port Mathurin),-19.66800,63.41800
1998,-52.5,Rodrigues MU (Port Mathurin),-19.66800,63.41800
1999,-99.3,Rodrigues MU (Port Mathurin),-19.66800,63.41800
2000,-74.6,Rodrigues MU (Port Mathurin),-19.66800,63.41800
2001,-28.1,Rodrigues MU (Port Mathurin),-19.66800,63.41800
2002,-34.6,Rodrigues MU (Port Mathurin),-19.66800,63.41800
2003,21.9,Rodrigues MU (Port Mathurin),-19.66800,63.41800
2004,-45.1,Rodrigues MU (Port Mathurin),-19.66800,63.41800
2005,36.6,Rodrigues MU (Port Mathurin),-19.66800,63.41800
2006,27.2,Rodrigues MU (Port Mathurin),-19.66800,63.41800
2007,37.5,Rodrigues MU (Port Mathurin),-19.66800,63.41800
2008,39.7,Rodrigues MU (Port Mathurin),-19.66800,63.41800
2009,48.9,Rodrigues MU (Port Mathurin),-19.66800,63.41800
2010,109.6,Rodrigues MU (Port Mathurin),-19.66800,63.41800
2011,-0.7,Rodrigues MU (Port Mathurin),-19.66800,63.41800
2012,42.3,Rodrigues MU (Port Mathurin),-19.66800,63.41800
2013,26.0,Rodrigues MU (Port Mathurin),-19.66800,63.41800
2014,165.8,Rodrigues MU (Port Mathurin),-19.66800,63.41800
