year,level_norm,city,latitude,longtitude
1994,0.0,Brest,48.38300,-4.50000
1995,-0.599999999999,Brest,48.38300,-4.50000
1996,-6.8,Brest,48.38300,-4.50000
1997,2.2,Brest,48.38300,-4.50000
1998,-12.9,Brest,48.38300,-4.50000
1999,-3.8,Brest,48.38300,-4.50000
2000,22.4,Brest,48.38300,-4.50000
2001,13.7,Brest,48.38300,-4.50000
2002,23.7,Brest,48.38300,-4.50000
2003,12.6,Brest,48.38300,-4.50000
2004,3.9,Brest,48.38300,-4.50000
2005,-43.2,Brest,48.38300,-4.50000
2006,-3.6,Brest,48.38300,-4.50000
2007,-7.9,Brest,48.38300,-4.50000
2008,19.6,Brest,48.38300,-4.50000
2009,30.9,Brest,48.38300,-4.50000
2010,40.3,Brest,48.38300,-4.50000
2011,1.2,Brest,48.38300,-4.50000
2012,9.5,Brest,48.38300,-4.50000
2013,28.8,Brest,48.38300,-4.50000
2014,85.7,Brest,48.38300,-4.50000
