year,level_norm,city,latitude,longtitude
1994,0.0,Lombrum Manus Is.,-2.04200,147.37000
1995,9.9,Lombrum Manus Is.,-2.04200,147.37000
1996,96.1,Lombrum Manus Is.,-2.04200,147.37000
1997,-40.7,Lombrum Manus Is.,-2.04200,147.37000
1998,-38.2,Lombrum Manus Is.,-2.04200,147.37000
1999,116.5,Lombrum Manus Is.,-2.04200,147.37000
2000,130.9,Lombrum Manus Is.,-2.04200,147.37000
2001,115.8,Lombrum Manus Is.,-2.04200,147.37000
2002,19.8,Lombrum Manus Is.,-2.04200,147.37000
2003,67.9,Lombrum Manus Is.,-2.04200,147.37000
2004,76.5,Lombrum Manus Is.,-2.04200,147.37000
2005,84.2,Lombrum Manus Is.,-2.04200,147.37000
2006,89.5,Lombrum Manus Is.,-2.04200,147.37000
2007,109.3,Lombrum Manus Is.,-2.04200,147.37000
2008,141.2,Lombrum Manus Is.,-2.04200,147.37000
2009,109.5,Lombrum Manus Is.,-2.04200,147.37000
2010,111.5,Lombrum Manus Is.,-2.04200,147.37000
2011,188.6,Lombrum Manus Is.,-2.04200,147.37000
2012,181.6,Lombrum Manus Is.,-2.04200,147.37000
2013,165.2,Lombrum Manus Is.,-2.04200,147.37000
2014,131.4,Lombrum Manus Is.,-2.04200,147.37000
