year,level_norm,city,latitude,longtitude
1994,0.0,Puerto Montt,-41.86000,-74.35000
1995,14.9,Puerto Montt,-41.86000,-74.35000
1996,50.6,Puerto Montt,-41.86000,-74.35000
1997,91.5,Puerto Montt,-41.86000,-74.35000
1998,20.9,Puerto Montt,-41.86000,-74.35000
1999,-26.2,Puerto Montt,-41.86000,-74.35000
2000,8.4,Puerto Montt,-41.86000,-74.35000
2001,84.7,Puerto Montt,-41.86000,-74.35000
2002,7.3,Puerto Montt,-41.86000,-74.35000
2003,43.5,Puerto Montt,-41.86000,-74.35000
2004,46.2,Puerto Montt,-41.86000,-74.35000
2005,3.3,Puerto Montt,-41.86000,-74.35000
2006,24.2,Puerto Montt,-41.86000,-74.35000
2007,33.1,Puerto Montt,-41.86000,-74.35000
2008,45.9,Puerto Montt,-41.86000,-74.35000
2009,184.5,Puerto Montt,-41.86000,-74.35000
2010,92.7,Puerto Montt,-41.86000,-74.35000
2011,80.6,Puerto Montt,-41.86000,-74.35000
2012,162.9,Puerto Montt,-41.86000,-74.35000
2013,51.9,Puerto Montt,-41.86000,-74.35000
2014,-19.7,Puerto Montt,-41.86000,-74.35000
