year,level_norm,city,latitude,longtitude
1997,0.0,Bluff Harbour,-46.60000,168.35000
1998,5.4,Bluff Harbour,-46.60000,168.35000
1999,0.0999999999999,Bluff Harbour,-46.60000,168.35000
2000,40.2,Bluff Harbour,-46.60000,168.35000
2001,29.6,Bluff Harbour,-46.60000,168.35000
2002,19.9,Bluff Harbour,-46.60000,168.35000
2003,18.8,Bluff Harbour,-46.60000,168.35000
2004,17.8,Bluff Harbour,-46.60000,168.35000
2005,14.4,Bluff Harbour,-46.60000,168.35000
2006,16.5,Bluff Harbour,-46.60000,168.35000
2007,-8.9,Bluff Harbour,-46.60000,168.35000
2008,26.6,Bluff Harbour,-46.60000,168.35000
2009,24.6,Bluff Harbour,-46.60000,168.35000
2010,9.3,Bluff Harbour,-46.60000,168.35000
2011,-11.3,Bluff Harbour,-46.60000,168.35000
2012,7.2,Bluff Harbour,-46.60000,168.35000
2013,31.4,Bluff Harbour,-46.60000,168.35000
2014,33.3,Bluff Harbour,-46.60000,168.35000
