year,level_norm,city,latitude,longtitude
1994,0.0,Saldanha (Saldahna Bay),-33.00000,17.93000
1995,4.3,Saldanha (Saldahna Bay),-33.00000,17.93000
1996,4.1,Saldanha (Saldahna Bay),-33.00000,17.93000
1997,1.5,Saldanha (Saldahna Bay),-33.00000,17.93000
2000,-36.7,Saldanha (Saldahna Bay),-33.00000,17.93000
2001,0.0,Saldanha (Saldahna Bay),-33.00000,17.93000
2002,-68.0,Saldanha (Saldahna Bay),-33.00000,17.93000
2003,-5.8,Saldanha (Saldahna Bay),-33.00000,17.93000
2004,-5.7,Saldanha (Saldahna Bay),-33.00000,17.93000
2005,2.6,Saldanha (Saldahna Bay),-33.00000,17.93000
2006,6.3,Saldanha (Saldahna Bay),-33.00000,17.93000
2007,23.9,Saldanha (Saldahna Bay),-33.00000,17.93000
2008,29.8,Saldanha (Saldahna Bay),-33.00000,17.93000
2009,39.4,Saldanha (Saldahna Bay),-33.00000,17.93000
2010,37.1,Saldanha (Saldahna Bay),-33.00000,17.93000
2011,86.8,Saldanha (Saldahna Bay),-33.00000,17.93000
2013,40.0,Saldanha (Saldahna Bay),-33.00000,17.93000
2014,53.2,Saldanha (Saldahna Bay),-33.00000,17.93000
