year,level_norm,city,latitude,longtitude
1994,0.0,Esperance,-33.87100,121.89500
1995,20.6,Esperance,-33.87100,121.89500
1996,84.8,Esperance,-33.87100,121.89500
1997,-30.7,Esperance,-33.87100,121.89500
1998,18.1,Esperance,-33.87100,121.89500
1999,92.5,Esperance,-33.87100,121.89500
2000,61.4,Esperance,-33.87100,121.89500
2001,64.7,Esperance,-33.87100,121.89500
2002,22.5,Esperance,-33.87100,121.89500
2003,29.9,Esperance,-33.87100,121.89500
2004,24.8,Esperance,-33.87100,121.89500
2005,48.2,Esperance,-33.87100,121.89500
2006,23.4,Esperance,-33.87100,121.89500
2007,79.4,Esperance,-33.87100,121.89500
2008,105.3,Esperance,-33.87100,121.89500
2009,92.4,Esperance,-33.87100,121.89500
2010,63.7,Esperance,-33.87100,121.89500
2011,140.8,Esperance,-33.87100,121.89500
2012,144.2,Esperance,-33.87100,121.89500
2013,157.7,Esperance,-33.87100,121.89500
2014,107.2,Esperance,-33.87100,121.89500
