year,level_norm,city,latitude,longtitude
1994,0.0,Mossel Bay,-34.18300,22.15000
1995,14.2,Mossel Bay,-34.18300,22.15000
1996,62.9,Mossel Bay,-34.18300,22.15000
1998,74.3,Mossel Bay,-34.18300,22.15000
2000,76.8,Mossel Bay,-34.18300,22.15000
2001,126.8,Mossel Bay,-34.18300,22.15000
2002,109.7,Mossel Bay,-34.18300,22.15000
2003,124.5,Mossel Bay,-34.18300,22.15000
2004,122.8,Mossel Bay,-34.18300,22.15000
2006,126.5,Mossel Bay,-34.18300,22.15000
2007,191.8,Mossel Bay,-34.18300,22.15000
2008,215.1,Mossel Bay,-34.18300,22.15000
2009,225.3,Mossel Bay,-34.18300,22.15000
2010,221.1,Mossel Bay,-34.18300,22.15000
2011,221.9,Mossel Bay,-34.18300,22.15000
2012,233.3,Mossel Bay,-34.18300,22.15000
2013,240.9,Mossel Bay,-34.18300,22.15000
2014,237.3,Mossel Bay,-34.18300,22.15000
