year,level_norm,city,latitude,longtitude
1994,0.0,Darwin,-12.46700,130.85000
1995,63.7,Darwin,-12.46700,130.85000
1996,112.9,Darwin,-12.46700,130.85000
1997,-0.8,Darwin,-12.46700,130.85000
1998,105.2,Darwin,-12.46700,130.85000
1999,177.7,Darwin,-12.46700,130.85000
2000,200.5,Darwin,-12.46700,130.85000
2001,167.0,Darwin,-12.46700,130.85000
2002,53.5,Darwin,-12.46700,130.85000
2003,72.7,Darwin,-12.46700,130.85000
2004,74.0,Darwin,-12.46700,130.85000
2005,82.9,Darwin,-12.46700,130.85000
2006,91.0,Darwin,-12.46700,130.85000
2007,116.8,Darwin,-12.46700,130.85000
2008,190.0,Darwin,-12.46700,130.85000
2009,155.5,Darwin,-12.46700,130.85000
2010,203.5,Darwin,-12.46700,130.85000
2011,230.1,Darwin,-12.46700,130.85000
2012,194.7,Darwin,-12.46700,130.85000
2013,215.3,Darwin,-12.46700,130.85000
2014,152.1,Darwin,-12.46700,130.85000
