year,level_norm,city,latitude,longtitude
1994,0.0,Astoria (Tongue Point),46.22000,-123.76700
1995,75.6,Astoria (Tongue Point),46.22000,-123.76700
1996,87.2,Astoria (Tongue Point),46.22000,-123.76700
1997,158.2,Astoria (Tongue Point),46.22000,-123.76700
1998,85.7,Astoria (Tongue Point),46.22000,-123.76700
1999,42.1,Astoria (Tongue Point),46.22000,-123.76700
2000,-17.2,Astoria (Tongue Point),46.22000,-123.76700
2001,-64.6,Astoria (Tongue Point),46.22000,-123.76700
2002,-11.0,Astoria (Tongue Point),46.22000,-123.76700
2003,28.3,Astoria (Tongue Point),46.22000,-123.76700
2004,9.3,Astoria (Tongue Point),46.22000,-123.76700
2005,9.6,Astoria (Tongue Point),46.22000,-123.76700
2006,59.5,Astoria (Tongue Point),46.22000,-123.76700
2007,-20.5,Astoria (Tongue Point),46.22000,-123.76700
2008,-11.2,Astoria (Tongue Point),46.22000,-123.76700
2009,-0.9,Astoria (Tongue Point),46.22000,-123.76700
2010,46.7,Astoria (Tongue Point),46.22000,-123.76700
2011,53.2,Astoria (Tongue Point),46.22000,-123.76700
2012,94.4,Astoria (Tongue Point),46.22000,-123.76700
2013,-40.7,Astoria (Tongue Point),46.22000,-123.76700
2014,84.9,Astoria (Tongue Point),46.22000,-123.76700
