year,level_norm,city,latitude,longtitude
1994,0.0,Bermuda St. Georges Is.,32.22000,-64.70000
1995,68.1,Bermuda St. Georges Is.,32.22000,-64.70000
1996,-18.1,Bermuda St. Georges Is.,32.22000,-64.70000
1997,16.8,Bermuda St. Georges Is.,32.22000,-64.70000
1998,38.7,Bermuda St. Georges Is.,32.22000,-64.70000
1999,-27.7,Bermuda St. Georges Is.,32.22000,-64.70000
2002,159.1,Bermuda St. Georges Is.,32.22000,-64.70000
2003,74.4,Bermuda St. Georges Is.,32.22000,-64.70000
2004,40.5,Bermuda St. Georges Is.,32.22000,-64.70000
2005,19.1,Bermuda St. Georges Is.,32.22000,-64.70000
2006,-3.2,Bermuda St. Georges Is.,32.22000,-64.70000
2007,47.3,Bermuda St. Georges Is.,32.22000,-64.70000
2008,56.7,Bermuda St. Georges Is.,32.22000,-64.70000
2009,87.5,Bermuda St. Georges Is.,32.22000,-64.70000
2010,-24.8,Bermuda St. Georges Is.,32.22000,-64.70000
2011,139.1,Bermuda St. Georges Is.,32.22000,-64.70000
2012,73.7,Bermuda St. Georges Is.,32.22000,-64.70000
2013,12.2,Bermuda St. Georges Is.,32.22000,-64.70000
2014,98.6,Bermuda St. Georges Is.,32.22000,-64.70000
