year,level_norm,city,latitude,longtitude
1994,0.0,Callao,-12.07100,-77.17400
1995,-15.9,Callao,-12.07100,-77.17400
1996,-28.9,Callao,-12.07100,-77.17400
1997,151.4,Callao,-12.07100,-77.17400
1998,11.6,Callao,-12.07100,-77.17400
1999,-57.6,Callao,-12.07100,-77.17400
2000,-36.0,Callao,-12.07100,-77.17400
2001,-49.2,Callao,-12.07100,-77.17400
2002,13.6,Callao,-12.07100,-77.17400
2003,-64.1,Callao,-12.07100,-77.17400
2004,-51.6,Callao,-12.07100,-77.17400
2005,-47.4,Callao,-12.07100,-77.17400
2006,-38.5,Callao,-12.07100,-77.17400
2007,-82.6,Callao,-12.07100,-77.17400
2008,-20.7,Callao,-12.07100,-77.17400
2009,7.8,Callao,-12.07100,-77.17400
2010,-36.3,Callao,-12.07100,-77.17400
2011,-20.2,Callao,-12.07100,-77.17400
2012,11.6,Callao,-12.07100,-77.17400
2013,-12.9,Callao,-12.07100,-77.17400
2014,29.9,Callao,-12.07100,-77.17400
