year,level_norm,city,latitude,longtitude
1994,0.0,Port Louis,-20.15500,57.49500
1995,-46.8,Port Louis,-20.15500,57.49500
1996,-65.5,Port Louis,-20.15500,57.49500
1997,-28.0,Port Louis,-20.15500,57.49500
1998,-31.3,Port Louis,-20.15500,57.49500
1999,-74.3,Port Louis,-20.15500,57.49500
2000,-58.3,Port Louis,-20.15500,57.49500
2001,-23.7,Port Louis,-20.15500,57.49500
2002,-6.4,Port Louis,-20.15500,57.49500
2003,14.8,Port Louis,-20.15500,57.49500
2004,-15.0,Port Louis,-20.15500,57.49500
2005,24.2,Port Louis,-20.15500,57.49500
2006,23.1,Port Louis,-20.15500,57.49500
2007,63.9,Port Louis,-20.15500,57.49500
2008,22.1,Port Louis,-20.15500,57.49500
2009,54.5,Port Louis,-20.15500,57.49500
2010,99.3,Port Louis,-20.15500,57.49500
2011,8.8,Port Louis,-20.15500,57.49500
2012,54.0,Port Louis,-20.15500,57.49500
2013,34.4,Port Louis,-20.15500,57.49500
2014,78.0,Port Louis,-20.15500,57.49500
