year,level_norm,city,latitude,longtitude
1995,0.0,Harvest Oil Platform,34.47000,-120.68000
1996,-76.6,Harvest Oil Platform,34.47000,-120.68000
1999,-138.2,Harvest Oil Platform,34.47000,-120.68000
2002,-74.7,Harvest Oil Platform,34.47000,-120.68000
2003,-91.3,Harvest Oil Platform,34.47000,-120.68000
2004,-19.6,Harvest Oil Platform,34.47000,-120.68000
2005,-0.900000000001,Harvest Oil Platform,34.47000,-120.68000
2006,-4.9,Harvest Oil Platform,34.47000,-120.68000
2007,-41.7,Harvest Oil Platform,34.47000,-120.68000
2008,-21.2,Harvest Oil Platform,34.47000,-120.68000
2009,16.5,Harvest Oil Platform,34.47000,-120.68000
2010,-6.2,Harvest Oil Platform,34.47000,-120.68000
2011,-6.3,Harvest Oil Platform,34.47000,-120.68000
2012,-21.5,Harvest Oil Platform,34.47000,-120.68000
2013,9.6,Harvest Oil Platform,34.47000,-120.68000
2014,36.1,Harvest Oil Platform,34.47000,-120.68000
