year,level_norm,city,latitude,longtitude
1994,0.0,Portland,-38.34300,141.61300
1995,-5.8,Portland,-38.34300,141.61300
1996,41.0,Portland,-38.34300,141.61300
1997,-56.8,Portland,-38.34300,141.61300
1998,-6.0,Portland,-38.34300,141.61300
1999,24.9,Portland,-38.34300,141.61300
2000,56.9,Portland,-38.34300,141.61300
2001,40.7,Portland,-38.34300,141.61300
2002,11.7,Portland,-38.34300,141.61300
2003,-5.9,Portland,-38.34300,141.61300
2004,13.5,Portland,-38.34300,141.61300
2005,43.4,Portland,-38.34300,141.61300
2006,-14.8,Portland,-38.34300,141.61300
2007,40.8,Portland,-38.34300,141.61300
2008,46.1,Portland,-38.34300,141.61300
2009,67.1,Portland,-38.34300,141.61300
2010,31.7,Portland,-38.34300,141.61300
2011,56.4,Portland,-38.34300,141.61300
2012,72.2,Portland,-38.34300,141.61300
2013,101.8,Portland,-38.34300,141.61300
2014,51.3,Portland,-38.34300,141.61300
