year,level_norm,city,latitude,longtitude
1994,0.0,Key West,24.55300,-81.80800
1995,25.6,Key West,24.55300,-81.80800
1996,-55.6,Key West,24.55300,-81.80800
1997,-13.3,Key West,24.55300,-81.80800
1998,-17.8,Key West,24.55300,-81.80800
1999,35.4,Key West,24.55300,-81.80800
2000,14.1,Key West,24.55300,-81.80800
2001,-24.0,Key West,24.55300,-81.80800
2002,9.8,Key West,24.55300,-81.80800
2003,-5.2,Key West,24.55300,-81.80800
2004,-7.7,Key West,24.55300,-81.80800
2005,19.6,Key West,24.55300,-81.80800
2006,2.3,Key West,24.55300,-81.80800
2007,35.0,Key West,24.55300,-81.80800
2008,38.2,Key West,24.55300,-81.80800
2009,30.6,Key West,24.55300,-81.80800
2010,24.3,Key West,24.55300,-81.80800
2011,19.5,Key West,24.55300,-81.80800
2012,63.9,Key West,24.55300,-81.80800
2013,74.3,Key West,24.55300,-81.80800
2014,88.3,Key West,24.55300,-81.80800
