year,level_norm,city,latitude,longtitude
1994,0.0,Antofagasta,-23.65000,-70.41700
1995,-52.8,Antofagasta,-23.65000,-70.41700
1996,-64.2,Antofagasta,-23.65000,-70.41700
1997,16.8,Antofagasta,-23.65000,-70.41700
1998,-46.4,Antofagasta,-23.65000,-70.41700
1999,-43.1,Antofagasta,-23.65000,-70.41700
2000,-60.2,Antofagasta,-23.65000,-70.41700
2001,2.6,Antofagasta,-23.65000,-70.41700
2002,-9.4,Antofagasta,-23.65000,-70.41700
2003,73.9,Antofagasta,-23.65000,-70.41700
2004,28.8,Antofagasta,-23.65000,-70.41700
2005,-42.5,Antofagasta,-23.65000,-70.41700
2006,-26.4,Antofagasta,-23.65000,-70.41700
2007,-49.6,Antofagasta,-23.65000,-70.41700
2008,-44.6,Antofagasta,-23.65000,-70.41700
2009,-32.5,Antofagasta,-23.65000,-70.41700
2010,-27.4,Antofagasta,-23.65000,-70.41700
2011,3.8,Antofagasta,-23.65000,-70.41700
2012,2.6,Antofagasta,-23.65000,-70.41700
2013,-30.8,Antofagasta,-23.65000,-70.41700
2014,-39.1,Antofagasta,-23.65000,-70.41700
