year,level_norm,city,latitude,longtitude
1994,0.0,Zanzibar,-6.15000,39.18300
1995,21.9,Zanzibar,-6.15000,39.18300
1996,-6.4,Zanzibar,-6.15000,39.18300
1997,-20.5,Zanzibar,-6.15000,39.18300
1998,48.9,Zanzibar,-6.15000,39.18300
1999,6.1,Zanzibar,-6.15000,39.18300
2000,-33.5,Zanzibar,-6.15000,39.18300
2001,-45.6,Zanzibar,-6.15000,39.18300
2002,-17.9,Zanzibar,-6.15000,39.18300
2003,8.2,Zanzibar,-6.15000,39.18300
2004,15.9,Zanzibar,-6.15000,39.18300
2005,11.7,Zanzibar,-6.15000,39.18300
2006,17.6,Zanzibar,-6.15000,39.18300
2007,63.5,Zanzibar,-6.15000,39.18300
2008,45.3,Zanzibar,-6.15000,39.18300
2009,46.7,Zanzibar,-6.15000,39.18300
2010,80.6,Zanzibar,-6.15000,39.18300
2011,81.6,Zanzibar,-6.15000,39.18300
2012,46.7,Zanzibar,-6.15000,39.18300
2013,60.0,Zanzibar,-6.15000,39.18300
2014,85.7,Zanzibar,-6.15000,39.18300
