year,level_norm,city,latitude,longtitude
1994,0.0,Fort Pulaski,32.03300,-80.90200
1995,92.4,Fort Pulaski,32.03300,-80.90200
1996,-6.7,Fort Pulaski,32.03300,-80.90200
1997,54.6,Fort Pulaski,32.03300,-80.90200
1998,30.7,Fort Pulaski,32.03300,-80.90200
1999,86.1,Fort Pulaski,32.03300,-80.90200
2000,45.9,Fort Pulaski,32.03300,-80.90200
2001,23.3,Fort Pulaski,32.03300,-80.90200
2002,42.8,Fort Pulaski,32.03300,-80.90200
2003,17.5,Fort Pulaski,32.03300,-80.90200
2004,5.9,Fort Pulaski,32.03300,-80.90200
2005,90.3,Fort Pulaski,32.03300,-80.90200
2006,24.8,Fort Pulaski,32.03300,-80.90200
2007,72.3,Fort Pulaski,32.03300,-80.90200
2008,38.7,Fort Pulaski,32.03300,-80.90200
2009,74.9,Fort Pulaski,32.03300,-80.90200
2010,45.3,Fort Pulaski,32.03300,-80.90200
2011,54.4,Fort Pulaski,32.03300,-80.90200
2012,87.4,Fort Pulaski,32.03300,-80.90200
2013,115.3,Fort Pulaski,32.03300,-80.90200
2014,146.9,Fort Pulaski,32.03300,-80.90200
