year,level_norm,city
1984,0.0,Malakal
1985,-79.5,Malakal
1986,-183.5,Malakal
1987,-234.9,Malakal
1988,-87.3,Malakal
1989,-1.9,Malakal
1990,-153.2,Malakal
1991,-241.2,Malakal
1992,-171.0,Malakal
1993,-204.5,Malakal
1994,-192.4,Malakal
1995,-176.6,Malakal
1996,-109.7,Malakal
1997,-273.8,Malakal
1998,-24.5,Malakal
1999,47.3,Malakal
2000,-9.4,Malakal
2001,-5.0,Malakal
2002,-170.6,Malakal
2003,-146.9,Malakal
2004,-183.1,Malakal
2005,-115.2,Malakal
2006,-50.3,Malakal
2007,-112.1,Malakal
2008,59.5,Malakal
2009,-18.1,Malakal
2010,-17.2,Malakal
2011,37.5,Malakal
2012,47.1,Malakal
2013,68.2,Malakal
2014,-89.2,Malakal
