year,level_norm,city
1984,0.0,Hamada (Hampton)
1985,-16.0,Hamada (Hampton)
1986,-9.9,Hamada (Hampton)
1987,11.3,Hamada (Hampton)
1988,-17.7,Hamada (Hampton)
1989,28.6,Hamada (Hampton)
1990,32.9,Hamada (Hampton)
1991,27.2,Hamada (Hampton)
1992,38.6,Hamada (Hampton)
1993,15.7,Hamada (Hampton)
1994,48.5,Hamada (Hampton)
1995,45.1,Hamada (Hampton)
1996,31.5,Hamada (Hampton)
1997,55.8,Hamada (Hampton)
1998,73.1,Hamada (Hampton)
1999,94.6,Hamada (Hampton)
2000,78.3,Hamada (Hampton)
2001,79.1,Hamada (Hampton)
2002,93.5,Hamada (Hampton)
2003,85.1,Hamada (Hampton)
2004,109.4,Hamada (Hampton)
2005,76.0,Hamada (Hampton)
2006,89.3,Hamada (Hampton)
2007,108.8,Hamada (Hampton)
2008,87.7,Hamada (Hampton)
2009,105.4,Hamada (Hampton)
2010,137.4,Hamada (Hampton)
2011,110.0,Hamada (Hampton)
2012,160.7,Hamada (Hampton)
2013,152.6,Hamada (Hampton)
2014,126.0,Hamada (Hampton)
