year,level_norm,city
1984,0.0,Victoria
1985,-80.7,Victoria
1986,-13.1,Victoria
1987,-15.0,Victoria
1988,-59.4,Victoria
1989,-42.5,Victoria
1990,-12.5,Victoria
1991,-43.5,Victoria
1992,30.7,Victoria
1993,-4.9,Victoria
1994,-22.1,Victoria
1995,16.5,Victoria
1996,-8.5,Victoria
1997,62.6,Victoria
1998,18.9,Victoria
1999,-22.0,Victoria
2000,-46.4,Victoria
2001,-56.3,Victoria
2002,-37.0,Victoria
2003,6.0,Victoria
2004,-10.8,Victoria
2005,5.0,Victoria
2006,17.5,Victoria
2007,-40.6,Victoria
2008,-47.5,Victoria
2009,-3.4,Victoria
2010,37.4,Victoria
2011,-11.4,Victoria
2012,27.8,Victoria
2013,-65.3,Victoria
2014,38.6,Victoria
