year,level_norm,city
1984,0.0,Lewes
1985,-41.3,Lewes
1986,-30.8,Lewes
1987,14.9,Lewes
1988,-61.0,Lewes
1989,-47.8,Lewes
1990,-63.7,Lewes
1991,-12.6,Lewes
1992,1.9,Lewes
1993,14.1,Lewes
1994,-31.7,Lewes
1995,-12.8,Lewes
1996,48.3,Lewes
1997,38.3,Lewes
1998,79.8,Lewes
1999,33.6,Lewes
2000,5.6,Lewes
2001,14.1,Lewes
2002,-2.7,Lewes
2003,39.5,Lewes
2004,34.7,Lewes
2005,94.4,Lewes
2006,66.5,Lewes
2007,19.6,Lewes
2008,51.3,Lewes
2009,108.8,Lewes
2010,122.5,Lewes
2011,119.5,Lewes
2012,106.7,Lewes
2013,79.4,Lewes
2014,99.5,Lewes
