year,level_norm,city
1984,0.0,Toyama
1985,14.4,Toyama
1986,11.8,Toyama
1987,28.2,Toyama
1988,0.8,Toyama
1989,30.2,Toyama
1990,41.5,Toyama
1991,39.8,Toyama
1992,53.9,Toyama
1993,37.8,Toyama
1994,61.4,Toyama
1995,55.3,Toyama
1996,32.4,Toyama
1997,55.1,Toyama
1998,67.8,Toyama
1999,94.5,Toyama
2000,84.2,Toyama
2001,80.5,Toyama
2002,103.3,Toyama
2003,95.8,Toyama
2004,124.4,Toyama
2005,95.4,Toyama
2006,91.2,Toyama
2007,107.2,Toyama
2008,81.1,Toyama
2009,104.1,Toyama
2010,148.2,Toyama
2011,92.6,Toyama
2012,138.5,Toyama
2013,139.9,Toyama
2014,113.6,Toyama
