year,level_norm,city
1984,0.0,Montauk
1985,-17.8,Montauk
1986,-18.7,Montauk
1987,-4.2,Montauk
1988,-43.9,Montauk
1989,-52.8,Montauk
1990,-40.1,Montauk
1991,0.1,Montauk
1992,1.5,Montauk
1993,22.0,Montauk
1994,-8.0,Montauk
1995,13.1,Montauk
1996,63.3,Montauk
1997,55.4,Montauk
1998,76.0,Montauk
1999,35.9,Montauk
2000,42.7,Montauk
2001,44.9,Montauk
2002,15.5,Montauk
2003,51.5,Montauk
2004,62.0,Montauk
2005,101.0,Montauk
2006,112.0,Montauk
2007,49.8,Montauk
2008,62.6,Montauk
2009,108.6,Montauk
2010,149.6,Montauk
2011,130.5,Montauk
2012,123.3,Montauk
2013,103.3,Montauk
2014,100.9,Montauk
