year,level_norm,city
1984,0.0,Noumea
1985,16.0,Noumea
1986,4.5,Noumea
1987,37.2,Noumea
1988,35.9,Noumea
1989,44.1,Noumea
1990,120.0,Noumea
1991,81.5,Noumea
1992,92.8,Noumea
1993,36.4,Noumea
1994,32.5,Noumea
1995,39.9,Noumea
1996,25.6,Noumea
1997,43.4,Noumea
1998,110.9,Noumea
1999,45.5,Noumea
2000,44.4,Noumea
2001,35.2,Noumea
2002,58.4,Noumea
2003,37.7,Noumea
2004,31.5,Noumea
2005,11.3,Noumea
2006,-21.1,Noumea
2007,39.4,Noumea
2008,67.9,Noumea
2009,99.6,Noumea
2010,132.1,Noumea
2011,46.1,Noumea
2012,105.3,Noumea
2013,90.0,Noumea
2014,89.5,Noumea
