year,level_norm,city
1984,0.0,Vardoe
1985,-0.3,Vardoe
1986,1.6,Vardoe
1987,20.7,Vardoe
1988,102.7,Vardoe
1989,74.8,Vardoe
1990,111.4,Vardoe
1991,6.4,Vardoe
1992,39.3,Vardoe
1993,-6.8,Vardoe
1994,9.4,Vardoe
1995,27.2,Vardoe
1996,-31.8,Vardoe
1997,15.1,Vardoe
1998,-55.2,Vardoe
1999,5.0,Vardoe
2000,7.6,Vardoe
2001,35.3,Vardoe
2002,19.3,Vardoe
2003,48.7,Vardoe
2004,21.8,Vardoe
2005,27.4,Vardoe
2006,29.9,Vardoe
2007,56.4,Vardoe
2008,7.1,Vardoe
2009,-8.7,Vardoe
2010,-51.4,Vardoe
2011,14.7,Vardoe
2012,-22.3,Vardoe
2013,-20.6,Vardoe
2014,-9.6,Vardoe
