year,level_norm,city
1984,0.0,Honolulu
1985,-28.7,Honolulu
1986,-90.9,Honolulu
1987,-63.2,Honolulu
1988,22.4,Honolulu
1989,-40.8,Honolulu
1990,-90.0,Honolulu
1991,-46.0,Honolulu
1992,-7.4,Honolulu
1993,-22.9,Honolulu
1994,-28.6,Honolulu
1995,33.8,Honolulu
1996,15.7,Honolulu
1997,0.3,Honolulu
1998,-69.7,Honolulu
1999,-18.8,Honolulu
2000,-52.3,Honolulu
2001,-37.3,Honolulu
2002,-42.4,Honolulu
2003,30.6,Honolulu
2004,30.2,Honolulu
2005,-0.3,Honolulu
2006,29.4,Honolulu
2007,-8.2,Honolulu
2008,-0.8,Honolulu
2009,-47.6,Honolulu
2010,-24.4,Honolulu
2011,-28.0,Honolulu
2012,-24.6,Honolulu
2013,-11.4,Honolulu
2014,7.8,Honolulu
