year,level_norm,city
1984,0.0,Kushimoto
1985,2.2,Kushimoto
1986,58.7,Kushimoto
1987,48.0,Kushimoto
1988,48.3,Kushimoto
1989,130.2,Kushimoto
1990,37.0,Kushimoto
1991,92.6,Kushimoto
1992,127.2,Kushimoto
1993,87.8,Kushimoto
1994,142.1,Kushimoto
1995,122.4,Kushimoto
1996,100.6,Kushimoto
1997,108.6,Kushimoto
1998,154.5,Kushimoto
1999,169.3,Kushimoto
2000,100.7,Kushimoto
2001,119.4,Kushimoto
2002,186.3,Kushimoto
2003,195.5,Kushimoto
2004,195.6,Kushimoto
2005,120.9,Kushimoto
2006,208.5,Kushimoto
2007,188.5,Kushimoto
2008,179.5,Kushimoto
2009,197.3,Kushimoto
2010,229.9,Kushimoto
2011,224.3,Kushimoto
2012,265.0,Kushimoto
2013,215.9,Kushimoto
2014,241.2,Kushimoto
