year,level_norm,city
1984,0.0,Portland
1985,-22.4,Portland
1986,-23.5,Portland
1987,2.5,Portland
1988,-27.4,Portland
1989,-48.2,Portland
1990,-46.3,Portland
1991,6.5,Portland
1992,-6.1,Portland
1993,0.6,Portland
1994,-40.1,Portland
1995,5.3,Portland
1996,36.3,Portland
1997,24.2,Portland
1998,38.9,Portland
1999,-11.5,Portland
2000,-10.0,Portland
2001,-12.8,Portland
2002,-25.5,Portland
2003,6.3,Portland
2004,9.2,Portland
2005,65.8,Portland
2006,40.0,Portland
2007,-16.4,Portland
2008,6.2,Portland
2009,59.6,Portland
2010,132.6,Portland
2011,85.9,Portland
2012,80.7,Portland
2013,62.3,Portland
2014,54.4,Portland
